au12_mean_amplitude__mean,au12_mean_amplitude__std,au12_mean_amplitude__min,au12_mean_amplitude__max,au12_mean_amplitude__range,au12_mean_amplitude__slope,au12_variance__mean,au12_variance__std,au12_variance__min,au12_variance__max,au12_variance__range,au12_variance__slope,au12_activation_frequency__mean,au12_activation_frequency__std,au12_activation_frequency__min,au12_activation_frequency__max,au12_activation_frequency__range,au12_activation_frequency__slope,au15_mean_amplitude__mean,au15_mean_amplitude__std,au15_mean_amplitude__min,au15_mean_amplitude__max,au15_mean_amplitude__range,au15_mean_amplitude__slope,au4_mean_activation__mean,au4_mean_activation__std,au4_mean_activation__min,au4_mean_activation__max,au4_mean_activation__range,au4_mean_activation__slope,au4_duration_ratio__mean,au4_duration_ratio__std,au4_duration_ratio__min,au4_duration_ratio__max,au4_duration_ratio__range,au4_duration_ratio__slope,au1_au2_peak_intensity__mean,au1_au2_peak_intensity__std,au1_au2_peak_intensity__min,au1_au2_peak_intensity__max,au1_au2_peak_intensity__range,au1_au2_peak_intensity__slope,au20_activation_rate__mean,au20_activation_rate__std,au20_activation_rate__min,au20_activation_rate__max,au20_activation_rate__range,au20_activation_rate__slope,lip_compression_frequency__mean,lip_compression_frequency__std,lip_compression_frequency__min,lip_compression_frequency__max,lip_compression_frequency__range,lip_compression_frequency__slope,overall_au_variance__mean,overall_au_variance__std,overall_au_variance__min,overall_au_variance__max,overall_au_variance__range,overall_au_variance__slope,facial_emotional_range__mean,facial_emotional_range__std,facial_emotional_range__min,facial_emotional_range__max,facial_emotional_range__range,facial_emotional_range__slope,facial_transition_frequency__mean,facial_transition_frequency__std,facial_transition_frequency__min,facial_transition_frequency__max,facial_transition_frequency__range,facial_transition_frequency__slope,near_zero_au_activation_ratio__mean,near_zero_au_activation_ratio__std,near_zero_au_activation_ratio__min,near_zero_au_activation_ratio__max,near_zero_au_activation_ratio__range,near_zero_au_activation_ratio__slope,mean_head_velocity__mean,mean_head_velocity__std,mean_head_velocity__min,mean_head_velocity__max,mean_head_velocity__range,mean_head_velocity__slope,head_velocity_peak__mean,head_velocity_peak__std,head_velocity_peak__min,head_velocity_peak__max,head_velocity_peak__range,head_velocity_peak__slope,head_motion_energy__mean,head_motion_energy__std,head_motion_energy__min,head_motion_energy__max,head_motion_energy__range,head_motion_energy__slope,motion_energy_floor_score__mean,motion_energy_floor_score__std,motion_energy_floor_score__min,motion_energy_floor_score__max,motion_energy_floor_score__range,motion_energy_floor_score__slope,landmark_displacement_mean__mean,landmark_displacement_mean__std,landmark_displacement_mean__min,landmark_displacement_mean__max,landmark_displacement_mean__range,landmark_displacement_mean__slope,gesture_frequency__mean,gesture_frequency__std,gesture_frequency__min,gesture_frequency__max,gesture_frequency__range,gesture_frequency__slope,posture_rigidity_index__mean,posture_rigidity_index__std,posture_rigidity_index__min,posture_rigidity_index__max,posture_rigidity_index__range,posture_rigidity_index__slope,micro_motion_energy__mean,micro_motion_energy__std,micro_motion_energy__min,micro_motion_energy__max,micro_motion_energy__range,micro_motion_energy__slope,blink_rate__mean,blink_rate__std,blink_rate__min,blink_rate__max,blink_rate__range,blink_rate__slope,blink_duration__mean,blink_duration__std,blink_duration__min,blink_duration__max,blink_duration__range,blink_duration__slope,blink_cluster_density__mean,blink_cluster_density__std,blink_cluster_density__min,blink_cluster_density__max,blink_cluster_density__range,blink_cluster_density__slope,eye_contact_ratio__mean,eye_contact_ratio__std,eye_contact_ratio__min,eye_contact_ratio__max,eye_contact_ratio__range,eye_contact_ratio__slope,downward_gaze_frequency__mean,downward_gaze_frequency__std,downward_gaze_frequency__min,downward_gaze_frequency__max,downward_gaze_frequency__range,downward_gaze_frequency__slope,gaze_shift_frequency__mean,gaze_shift_frequency__std,gaze_shift_frequency__min,gaze_shift_frequency__max,gaze_shift_frequency__range,gaze_shift_frequency__slope,baseline_eye_openness__mean,baseline_eye_openness__std,baseline_eye_openness__min,baseline_eye_openness__max,baseline_eye_openness__range,baseline_eye_openness__slope,response_latency_mean__mean,response_latency_mean__std,response_latency_mean__min,response_latency_mean__max,response_latency_mean__range,response_latency_mean__slope,speech_onset_delay__mean,speech_onset_delay__std,speech_onset_delay__min,speech_onset_delay__max,speech_onset_delay__range,speech_onset_delay__slope,nod_onset_latency__mean,nod_onset_latency__std,nod_onset_latency__min,nod_onset_latency__max,nod_onset_latency__range,nod_onset_latency__slope,pause_duration_mean__mean,pause_duration_mean__std,pause_duration_mean__min,pause_duration_mean__max,pause_duration_mean__range,pause_duration_mean__slope,extended_silence_ratio__mean,extended_silence_ratio__std,extended_silence_ratio__min,extended_silence_ratio__max,extended_silence_ratio__range,extended_silence_ratio__slope,reaction_time_instability_index__mean,reaction_time_instability_index__std,reaction_time_instability_index__min,reaction_time_instability_index__max,reaction_time_instability_index__range,reaction_time_instability_index__slope
0.07317219369312788,0.016436622214154,0.04969363270668057,0.12394941116104441,0.07425577845436385,-9.659702047625638e-05,0.003351320569634209,0.0010935968045579349,0.0,0.0056123997178241306,0.0056123997178241306,8.350466579184913e-07,0.03229333333333333,0.017004195139134023,0.0,0.06333333333333334,0.06333333333333334,8.273153106494757e-05,0.019697883196610075,0.0033429158041777857,0.014251244209043388,0.032127181574622896,0.017875937365579506,9.642748230996111e-06,0.9439887464523528,0.029418129068889857,0.8041189853710309,0.9661071198197514,0.1619881344487205,0.00017677058515808996,0.925776133178928,0.02119484018600236,0.8041189853710309,0.9452329586661155,0.14111397329508457,0.00017142557199128,0.053134986696739155,0.0055843020300346035,0.04622404760837093,0.06561145767823122,0.019387410069860292,-1.7565571236520843e-05,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0849746543491079,0.040656213671857,0.0,0.18124403766511746,0.18124403766511746,-0.0003333905292075758,0.02573590793970718,0.006787597420440309,0.0,0.029608594898591425,0.029608594898591425,4.741221870016194e-05,0.2853733333333333,0.1688487350870648,0.0,0.6,0.6,0.00033180502642975895,0.39690080862919563,0.07818940408919106,0.0,0.4617155928896655,0.4617155928896655,0.00042009212292555125,0.06403169744498191,0.01884103543312816,0.0,0.07957812653942432,0.07957812653942432,0.00013412383039439462,0.6357784881592035,0.22694521673993412,0.0,0.7446319712305647,0.7446319712305647,0.0015869145033237516,10.812887061260211,4.404947466205328,0.0,25.92717776824138,25.92717776824138,-0.035836550190809606,0.07724272557250958,0.13139498101626498,0.027820757511159987,1.0,0.97217924248884,-0.0005622639877549563,0.01779773806533394,0.009600008458791902,0.0,0.042292906216951004,0.042292906216951004,-2.6871054407360406e-05,0.24576,0.20031935792950795,0.0,0.7,0.7,0.0007180367154937141,0.987327115788776,0.005598596683942364,0.9747909797372172,1.0,0.025209020262782822,-1.1613237914731577e-05,5.99102209029867,6.338331742459154,0.0,28.248537748737686,28.248537748737686,-0.022023304098379798,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7760747862081774,0.03529091627322398,0.7328715355292247,0.8644902323268656,0.13161869679764093,-0.00022032071470751702,0.021866666666666663,0.027922062550265376,0.0,0.08333333333333333,0.08333333333333333,0.0001624409881581255,0.5719600000000001,0.42181104162730215,0.0,1.6,1.6,0.0010111266272201844,0.36538498616896614,0.07561471386865319,0.19286708574040934,0.4642977840694636,0.27143069832905425,0.00034636910650306,22.88555856888889,23.25412509716543,0.0,65.98258333333334,65.98258333333334,0.15057411002727536,18.879126933333332,38.297807726509404,0.0,126.89343333333335,126.89343333333335,0.09479935601656368,1.9349195955555547,1.226375743317177,0.0,3.5591111111111124,3.5591111111111124,0.005982273256354294,22.88555856888889,23.25412509716543,0.0,65.98258333333334,65.98258333333334,0.15057411002727536,0.5798857142857142,0.43270817314257126,0.0,1.0,1.0,0.0029998778883612936,27.18844710573955,25.815871048732603,0.0,60.91085,60.91085,0.20617136872240535
