,count,mean,std,min,1%,5%,50%,95%,99%,max,missing_count,missing_ratio,zero_ratio,n_unique,iqr
facial_emotional_range,3709.0,0.7327663898786736,0.17659876050570716,0.38914874,0.39094835,0.48598747,0.71656804,0.96582395,0.98721178,0.99355105,0,0.0,0.0,378,
facial_transition_frequency,3709.0,0.9910063253087085,0.015837377782753247,0.84457726,0.9071171884,0.97120494,0.99592104,0.999364452,0.99960905,0.99971257,0,0.0,0.0,540,
gaze_shift_frequency,3709.0,0.9978730167700189,0.01017835981247238,0.87135025,0.9506629828,0.99239331,0.99995405,1.0,1.0,1.0,0,0.0,0.0,177,
gesture_frequency,3709.0,0.9915914443515772,0.015949227008328112,0.84898703,0.8960006436,0.978918418,0.99512412,0.99512412,0.99512412,0.99517966,0,0.0,0.0,345,
head_motion_energy,3709.0,0.20996793360744134,0.06722116812394333,0.1772216,0.1774685912,0.17866615,0.18436194,0.408773432,0.4219480984,0.45524346,0,0.0,0.0,3702,
head_velocity_peak,3709.0,0.21577520390132113,0.1649711828451185,0.08554462,0.08554462,0.08563114,0.13207598,0.63928933,0.63928933,0.63928933,0,0.0,0.0,163,
landmark_displacement_mean,3709.0,0.4631902720922082,0.07778119987546016,0.39031676,0.4008945916,0.407790576,0.43993761,0.60463116,0.8443027740000006,0.99901022,0,0.0,0.0,3709,
lip_compression_frequency,3709.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.0,0.0,1,
mean_head_velocity,3709.0,0.21120407258021032,0.18692393942526592,0.07666703,0.07891536240000001,0.085270116,0.13022149,0.7058781679999998,0.7675913436000001,0.85108459,0,0.0,0.0,3709,
micro_motion_energy,3709.0,0.46798867252628745,0.023790325119194246,0.45681025,0.46032960759999997,0.461756948,0.4647196,0.476682502,0.5385540396,0.99664747,0,0.0,0.0,3702,
motion_energy_floor_score,3709.0,0.9298059253572394,0.029209506437901562,0.6335709,0.87977907,0.87977907,0.92805371,0.98512113,0.98772426,0.98772426,0,0.0,0.0,123,
near_zero_au_activation_ratio,3709.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.0,0.0,1,
nod_onset_latency,3709.0,0.99554925313292,0.018591972388175997,0.84249168,0.8862238320000001,0.974080584,1.0,1.0,1.0,1.0,0,0.0,0.0,1212,
overall_au_variance,3709.0,0.8448468538123484,0.2045274760182967,0.20673458,0.2891997112,0.373748778,0.96212065,0.99996284,0.99999989,0.99999995,0,0.0,0.0,3633,
pause_duration_mean,3709.0,0.6606902129954165,0.23353472183781035,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0,0.0,0.0,2,
posture_rigidity_index,3709.0,0.8214144342194661,0.2256456287184067,0.07241238,0.0796394372,0.11879911400000001,0.92388854,0.935325948,0.9357179924,0.93587417,0,0.0,0.0,3708,
reaction_time_instability_index,3709.0,0.5,0.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0,0.0,0.0,1,
response_latency_mean,3709.0,0.6606902129954165,0.23353472183781035,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0,0.0,0.0,2,
speech_onset_delay,3709.0,0.6606902129954165,0.23353472183781035,0.5,0.5,0.5,0.5,1.0,1.0,1.0,0,0.0,0.0,2,
timestamp,3709.0,1774200625.6823475,105.79206009003335,1774200442.7410345,1774200446.3914723,1774200460.994831,1774200625.480167,1774200791.545968,1774200806.1517143,1774200809.8068218,0,0.0,0.0,3709,
