column,n_unique,dominant_value,dominant_ratio,is_constant,is_near_constant
eye_contact_ratio__max,37147,0.2913684613402539,0.06562222222222222,False,False
head_velocity_peak__slope,166194,0.0,0.06538333333333333,False,False
blink_duration__max,7909,0.4022458440750762,0.06501666666666667,False,False
micro_motion_energy__max,13609,84.86185662317429,0.06500555555555555,False,False
micro_motion_energy__range,57094,84.86185662317429,0.06500555555555555,False,False
posture_rigidity_index__max,30488,1.773701676287434,0.06480555555555556,False,False
head_velocity_peak__max,4178,14.115072298326378,0.06445,False,False
facial_emotional_range__max,11774,0.0042334287241776,0.06435555555555555,False,False
head_motion_energy__max,34047,21.929646701704577,0.06417777777777778,False,False
baseline_eye_openness__max,17211,0.4596730040707426,0.0637888888888889,False,False
mean_head_velocity__max,34986,0.0955785830214108,0.06356666666666666,False,False
mean_head_velocity__range,66640,0.0955785830214108,0.06356666666666666,False,False
au12_variance__max,42894,0.0045800294604751,0.06336666666666667,False,False
au12_variance__range,66548,0.0045800294604751,0.06336666666666667,False,False
motion_energy_floor_score__min,13343,0.2204369511644692,0.06322777777777777,False,False
blink_duration__min,7607,0.1946564736781824,0.06274444444444445,False,False
landmark_displacement_mean__max,13198,0.034858995332441,0.06232777777777778,False,False
landmark_displacement_mean__range,56750,0.034858995332441,0.06232777777777778,False,False
near_zero_au_activation_ratio__min,4790,0.8459150234766383,0.06231111111111111,False,False
au4_duration_ratio__min,43643,0.9216345261216222,0.062016666666666664,False,False
au12_mean_amplitude__max,17977,0.0472154745946397,0.06197222222222222,False,False
au12_mean_amplitude__range,55789,0.0472154745946397,0.06163888888888889,False,False
blink_cluster_density__max,3496,0.2959409660607569,0.061455555555555555,False,False
eye_contact_ratio__range,70371,0.2913684613402539,0.05971666666666667,False,False
au1_au2_peak_intensity__max,17555,0.1105778770342943,0.05896666666666667,False,False
posture_rigidity_index__min,29586,1.0531359552449044,0.058777777777777776,False,False
au1_au2_peak_intensity__range,56457,0.1105778770342943,0.05870555555555555,False,False
baseline_eye_openness__min,15587,0.2039990558151673,0.058022222222222225,False,False
au15_mean_amplitude__max,15480,0.0191636266711746,0.05701111111111111,False,False
blink_duration__slope,168271,0.0,0.054266666666666664,False,False
blink_duration__std,159512,0.0,0.05216666666666667,False,False
motion_energy_floor_score__range,23309,0.8251830952929193,0.05215555555555555,False,False
blink_cluster_density__slope,169261,0.0,0.048716666666666665,False,False
blink_cluster_density__std,159554,0.0,0.047844444444444446,False,False
au15_mean_amplitude__range,56919,0.0780777899865751,0.03913888888888889,False,False
facial_transition_frequency__std,167773,0.0,0.032516666666666666,False,False
baseline_eye_openness__range,61365,0.3902303524786844,0.032516666666666666,False,False
facial_transition_frequency__slope,172132,0.0,0.03242222222222222,False,False
near_zero_au_activation_ratio__std,169624,0.0,0.031905555555555555,False,False
near_zero_au_activation_ratio__slope,172308,0.0,0.031794444444444445,False,False
facial_transition_frequency__mean,162942,0.0,0.028055555555555556,False,False
near_zero_au_activation_ratio__mean,167029,1.0,0.026555555555555554,False,False
downward_gaze_frequency__std,164619,0.0,0.025744444444444445,False,False
facial_emotional_range__slope,173436,0.0,0.02535,False,False
downward_gaze_frequency__slope,173514,0.0,0.025066666666666668,False,False
facial_emotional_range__std,170768,0.0,0.024916666666666667,False,False
blink_cluster_density__mean,149155,0.06666667,0.022627777777777778,False,False
downward_gaze_frequency__mean,161165,0.03333333,0.014083333333333333,False,False
facial_emotional_range__mean,166355,0.01412594,0.0072722222222222225,False,False
blink_duration__mean,153121,0.2870725,0.007227777777777777,False,False
head_velocity_peak__mean,143238,2.33956928,0.0071111111111111115,False,False
gesture_frequency__mean,157558,0.98,0.003488888888888889,False,False
motion_energy_floor_score__std,176777,0.0,0.0034111111111111113,False,False
motion_energy_floor_score__slope,177344,0.0,0.003338888888888889,False,False
motion_energy_floor_score__mean,175787,0.98333333,0.0013944444444444445,False,False
gesture_frequency__std,172889,0.0,0.00047222222222222224,False,False
gesture_frequency__slope,177855,0.0,0.0004388888888888889,False,False
au1_au2_peak_intensity__std,177935,0.0205843698042527,0.00019444444444444443,False,False
overall_au_variance__slope,178006,-0.0001393922278482,0.00017777777777777779,False,False
overall_au_variance__mean,177438,0.2463048813852239,0.0001722222222222222,False,False
au12_mean_amplitude__std,178089,0.0052440157425019,0.0001611111111111111,False,False
au1_au2_peak_intensity__slope,177934,-3.383514070038985e-06,0.0001611111111111111,False,False
mean_head_velocity__std,177933,0.105338579571147,0.0001611111111111111,False,False
landmark_displacement_mean__std,177617,0.007959725618936,0.0001611111111111111,False,False
micro_motion_energy__std,177312,19.622658414950784,0.0001611111111111111,False,False
au15_mean_amplitude__mean,177995,0.0209554914659785,0.00015555555555555556,False,False
micro_motion_energy__mean,177261,14.694019358184644,0.00015555555555555556,False,False
baseline_eye_openness__mean,178068,0.3843342756097324,0.00015555555555555556,False,False
au4_duration_ratio__slope,177965,5.846732446428143e-05,0.00015,False,False
overall_au_variance__std,177427,0.325631693165044,0.00015,False,False
au15_mean_amplitude__std,177886,0.0021235600622037,0.00014444444444444444,False,False
au4_duration_ratio__std,178006,0.0148710721167586,0.00014444444444444444,False,False
mean_head_velocity__mean,177868,0.2613727439165834,0.00014444444444444444,False,False
head_motion_energy__std,177967,15.300113268102702,0.00014444444444444444,False,False
baseline_eye_openness__slope,177981,1.2660018261328343e-06,0.00014444444444444444,False,False
au12_variance__std,177049,0.0171749807632932,0.0001388888888888889,False,False
au4_duration_ratio__mean,177927,0.9686719982307862,0.00013333333333333334,False,False
mean_head_velocity__slope,177941,3.247609453909208e-05,0.00013333333333333334,False,False
head_motion_energy__slope,177860,-0.0004146086591353,0.00013333333333333334,False,False
landmark_displacement_mean__mean,177700,0.0076519416914117,0.00013333333333333334,False,False
landmark_displacement_mean__slope,178066,8.166461062014794e-06,0.00013333333333333334,False,False
baseline_eye_openness__std,178009,0.081552504989208,0.00013333333333333334,False,False
au12_mean_amplitude__slope,177978,1.2213994539173427e-06,0.0001277777777777778,False,False
au15_mean_amplitude__slope,178042,8.684270747398463e-08,0.0001277777777777778,False,False
posture_rigidity_index__std,178016,0.0841964591310551,0.0001277777777777778,False,False
eye_contact_ratio__std,177999,0.0515669113857455,0.0001277777777777778,False,False
au12_variance__slope,178036,4.533168484892877e-06,0.00012222222222222221,False,False
au1_au2_peak_intensity__mean,177980,0.0392976919406991,0.00012222222222222221,False,False
posture_rigidity_index__mean,178013,1.3827593199435178,0.00012222222222222221,False,False
micro_motion_energy__slope,178041,21.579406351687364,0.00012222222222222221,False,False
eye_contact_ratio__mean,177997,0.2348146357913853,0.00012222222222222221,False,False
au12_variance__mean,177076,0.0117991073545953,0.00011666666666666667,False,False
posture_rigidity_index__slope,177968,-7.467889917505813e-06,0.00011111111111111112,False,False
eye_contact_ratio__slope,178011,0.0002443278879708,0.00010555555555555555,False,False
au12_mean_amplitude__mean,178074,0.0492900560612189,0.0001,False,False
head_motion_energy__mean,177987,15.847541184467923,0.0001,False,False
patient_id,180000,1.0,5.555555555555556e-06,False,False
