,count,mean,std,min,1%,5%,50%,95%,99%,max,missing_count,missing_ratio,zero_ratio,n_unique,iqr
au12_variance__mean,180000.0,0.002764172287521636,0.0042008233702747816,1.0646029503359184e-05,5.220719576186016e-05,0.00015447201012949502,0.0008765248271564499,0.01219268432241101,0.013360462434877545,0.019642569392085,0,0.0,0.0,177076,
au12_variance__min,180000.0,0.00031885590711716664,0.0007096177631933738,0.0,0.0,0.0,4.94e-06,0.00135584,0.0022844840960372166,0.0187910756415475,0,0.0,0.5,39105,
au12_variance__range,180000.0,0.012714226868238145,0.023955436888361412,0.0,0.0,0.0,0.0030107078280088,0.0718380809770935,0.0718380809770935,0.0718380809770935,0,0.0,0.06048888888888889,66548,
au12_variance__slope,180000.0,-2.125180326536512e-06,0.0002727012797492909,-0.0049114640422391,-0.0005821074694929091,-0.00019938571277469,-2.3500796737972442e-07,0.0001759575828473698,0.0004980308067641781,0.0061277627158511,0,0.0,0.0,178036,
au12_variance__std,180000.0,0.003302586984175857,0.006239856678665406,4.477148936254325e-07,3.8111826333526482e-06,1.3167894754854458e-05,0.00077931097380175,0.01755895880735764,0.01845128820397513,0.0202743486497701,0,0.0,0.0,177049,
au15_mean_amplitude__max,180000.0,0.02787382932830661,0.02123071005553815,0.006473,0.00839013,0.011805680980701115,0.0187413079990481,0.0777800737496354,0.0780777899865751,0.0780777899865751,0,0.0,0.0,15480,
au15_mean_amplitude__mean,180000.0,0.01491406573122731,0.00403863879710251,0.0058178688577324,0.006972574438416724,0.009444727220664887,0.012891356189521551,0.0217229824229478,0.02368960342602178,0.0269812065724481,0,0.0,0.0,177995,
au15_mean_amplitude__min,180000.0,0.008355196340293792,0.004991625726427755,0.0,0.0,0.0,0.0081590963358364,0.016627489186827042,0.01899506849753518,0.0240394307554326,0,0.0,0.16666666666666666,15424,
au15_mean_amplitude__range,180000.0,0.019518632988012794,0.0246809750438211,0.0,0.000717342784266275,0.00278287,0.0100840434634028,0.0777800737496354,0.0780777899865751,0.0780777899865751,0,0.0,0.006661111111111111,56919,
au15_mean_amplitude__slope,180000.0,-5.362083951482322e-06,0.0006642892454833076,-0.0118948284651477,-0.002331209615172666,-0.0009352590371024448,-4.229122834023051e-07,0.00093592799556699,0.0020916641060311474,0.0068209541101797,0,0.0,0.0,178042,
au15_mean_amplitude__std,180000.0,0.004622568700381805,0.006264359362819848,9.475175961840102e-05,0.00038201015531746,0.00068089373819018,0.0020580179408992,0.019583026989614193,0.0205064073230445,0.0229728653480259,0,0.0,0.0,177886,
au1_au2_peak_intensity__max,180000.0,0.05031195587441504,0.02151993084575946,0.01727858,0.01924192,0.0267681,0.0439356816885002,0.1105778770342943,0.1105778770342943,0.1105778770342943,0,0.0,0.0,17555,
au1_au2_peak_intensity__mean,180000.0,0.034402911661506275,0.0070976875247718485,0.0167192524739984,0.018000405735994235,0.024505313868973144,0.0331405376620563,0.046304724021575414,0.052382824918311914,0.0553657468394752,0,0.0,0.0,177980,
au1_au2_peak_intensity__min,180000.0,0.021477826906612405,0.014195425749622204,0.0,0.0,0.0,0.0248679292313923,0.04267322,0.04808412,0.0522945076804292,0,0.0,0.17407777777777778,17551,
au1_au2_peak_intensity__range,180000.0,0.02883412896780261,0.03181197740564629,0.0,0.0,0.001761929475555005,0.0155267573114554,0.1105778770342943,0.1105778770342943,0.1105778770342943,0,0.0,0.02241111111111111,56457,
au1_au2_peak_intensity__slope,180000.0,-2.2545139742179425e-05,0.001004159073850704,-0.0262067879289402,-0.0030573081374040737,-0.0013812995495605497,-1.6628726381030823e-07,0.001286589431193905,0.0031289750451564155,0.0133998468097692,0,0.0,0.0,177934,
au1_au2_peak_intensity__std,180000.0,0.006278583808831809,0.006629920566461338,0.0001257858413621,0.000306290071106907,0.0005815900350343,0.0034750979719395,0.020619670269874095,0.021410429179106634,0.0242435035276697,0,0.0,0.0,177935,
au20_activation_rate__max,180000.0,0.0012789432221553929,0.0013499893457518406,0.0,0.0,0.0,0.00057678114835365,0.0031413173826108,0.0039488504055126,0.0039488504055126,0,0.0,0.5,624,
au20_activation_rate__mean,180000.0,0.00019296960370963616,0.0001967974153134453,0.0,0.0,0.0,9.90275962302e-05,0.00045231893511758997,0.0005096210301276322,0.0006560500314143,0,0.0,0.5,86890,
au20_activation_rate__min,180000.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,1,
au20_activation_rate__range,180000.0,0.0012789432221553929,0.0013499893457518406,0.0,0.0,0.0,0.00057678114835365,0.0031413173826108,0.0039488504055126,0.0039488504055126,0,0.0,0.5,624,
au20_activation_rate__slope,180000.0,1.9159254373624143e-08,1.3565594021159116e-06,-1.618321756441062e-05,-4.473679052012388e-06,-1.6863514055482307e-06,0.0,1.92230763434915e-06,4.662247205732382e-06,1.363929144089798e-05,0,0.0,0.5,88091,
au20_activation_rate__std,180000.0,0.0002785894287919774,0.0002816598566142919,0.0,0.0,0.0,0.0001796329619734,0.000624743277774915,0.0007014545783708791,0.0008327176450327,0,0.0,0.5,86876,
au4_duration_ratio__max,180000.0,0.9830768609153498,0.015794092231229337,0.9415726852100632,0.94685878,0.9556946703565563,0.9854345568472872,1.0,1.0,1.0,0,0.0,0.0,46055,
au4_duration_ratio__mean,180000.0,0.9650687271306201,0.0081684490986822,0.7992758846410147,0.9435684222907728,0.9513101726700904,0.9666274555823045,0.9775139807191725,0.983732013418558,0.9881236129261536,0,0.0,0.0,177927,
